REPORT_TYPE,LEVEL_1,LEVEL_2,LEVEL_3,LEVEL_4,LEVEL_5,Product Number,PRODUCT_SEQUENCE,TITLE,PATHNUMBER,SMALL_X,SMALL_Y,LARGE_X,LARGE_Y,INSIDEVERSE
NC,Notecards,Invitations,,,,3056410,80,I'm Inviting My Friends<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056411,90,Happy Party-Face,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056412,100,Be There to Celebrate<br>Add-a-Photo,44430,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056417,110,You're Invited<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056343,120,We're Expecting You!<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056344,130,A Baby Shower,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056337,140,Celebrating Graduation<br>Add-a-Photo,44430,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056338,150,Hats Off!<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056339,160,Honoring the Graduate,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056331,170,A Special Couple<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056332,180,Lovely Rose,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056333,190,A Shower for the Bride,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056320,200,Two Hearts in Love<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056321,210,Wedding Bells,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056322,220,Wedding Cake<br>Add-a-Photo,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056323,230,Wedding Reception,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056324,240,Rehearsal Dinner,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Invitations,,,,3056418,250,Special Blessing,44430,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056423,10,Quote by Beethoven,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056424,20,Keeping in Touch,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056425,30,To Brighten Your Day,44431,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056426,40,Thinking of You,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056427,50,Loving Thoughts,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056428,60,Close in Thought<br>Add-a-Photo,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056429,70,Always Close<br>Add-a-Photo,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056430,80,Thoughts of You<br>Add-a-Photo,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056431,90,Good Times<br>Add-a-Photo,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056432,100,Heartwarming Thoughts<br>Add-a-Photo,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056433,110,Where Do I Begin?,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056434,120,How's It Goin'?,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056435,130,Guess What!,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056436,140,Thinking of You Often,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056437,150,Between Friends,44431,153,102,400,266,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
NC,Notecards,Write Your Own,,,,3056438,160,Just Me!<br>Add-a-Photo,44431,102,153,266,400,A variety of beautiful <B>notes </B>can be customized with a personal message and printed with Create & Print.<BR><BR><B>You'll need:</B> Paper. 8 1/2 x 11 inches. preferably cardstock.<BR><BR><B>Directions:</B><BR><BR>1. Click on <B>Personalize Your Project</B> to open the Create & Print workspace. <BR>2. Personalize the text. Select the text to write over it or change size. color. and font style.<BR>3. Print your project.<BR>4. Your project can be printed as a half-fold note or a quarter-fold note. Fold according to the printed size. <BR><BR><B>Tips:</B><BR><BR>Special paper. scored for folding in half or quarters. is available at most craft or office supply stores.<BR><BR>If you&#146;re using card stock rather than scored paper. use a straight edge to create crisp. professional-looking folds.<BR><BR>Print your project on scrap paper first to check the alignment. spelling. and overall look of the project. <BR><BR><BR>
